Id,Time[ns],0:UART: RX/TX
1063,3458068550.00,00
1064,3458079400.00,00
1065,3458090250.00,00
1066,3458101100.00,00
1067,3458111950.00,00
1068,3458122800.00,3C
1069,3458133600.00,86
1070,3458144500.00,01
1071,3458155300.00,00
1072,3458166150.00,80
1073,3458177000.00,A8
1074,3458187850.00,12
1075,3458198700.00,01
1076,3458209550.00,FD
1077,3458220400.00,0B
1078,3458673000.00,B5
1079,3458683850.00,62
1080,3458694700.00,01
1081,3458705550.00,35
1082,3458716400.00,80
1083,3458727250.00,00
1084,3458738100.00,C8
1085,3458748900.00,00
1086,3458759800.00,00
1087,3458770600.00,00
1088,3458781450.00,01
1089,3458792300.00,0A
1090,3458803150.00,00
1091,3458814000.00,00
1092,3458824850.00,00
1093,3458835700.00,01
1094,3458846550.00,00
1095,3458857400.00,A5
1096,3458868250.00,00
1097,3458879100.00,00
1098,3458889950.00,00
1099,3458900800.00,00
1100,3458911650.00,01
1101,3458922500.00,00
1102,3458933350.00,00
1103,3458944200.00,00
1104,3458955050.00,00
1105,3458965900.00,02
1106,3458976750.00,00
1107,3458987600.00,A5
1108,3458998450.00,00
1109,3459009300.00,00
1110,3459020150.00,00
1111,3459031000.00,00
1112,3459041850.00,01
1113,3459052700.00,00
1114,3459063550.00,00
1115,3459074400.00,00
1116,3459085250.00,00
1117,3459096100.00,03
1118,3459106950.00,00
1119,3459117800.00,A5
1120,3459128650.00,00
1121,3459139500.00,00
1122,3459150350.00,00
1123,3459161200.00,00
1124,3459172050.00,01
1125,3459182900.00,00
1126,3459193750.00,00
1127,3459204600.00,00
1128,3459215450.00,00
1129,3459226300.00,04
1130,3459237150.00,00
1131,3459248000.00,A5
1132,3459258850.00,00
1133,3459269700.00,00
1134,3459280550.00,00
1135,3459291400.00,00
1136,3459302250.00,01
1137,3459313100.00,00
1138,3459323950.00,00
1139,3459334800.00,00
1140,3459345650.00,00
1141,3459356500.00,0A
1142,3459367350.00,00
1143,3459378200.00,A5
1144,3459389050.00,00
1145,3459399900.00,00
1146,3459410750.00,00
1147,3459421600.00,00
1148,3459432450.00,01
1149,3459443300.00,00
1150,3459454150.00,00
1151,3459465000.00,00
1152,3459475850.00,00
1153,3459486700.00,0C
1154,3459497550.00,00
1155,3459508400.00,A5
1156,3459519250.00,00
1157,3459530100.00,00
1158,3459540950.00,00
1159,3459551800.00,00
1160,3459562650.00,01
1161,3459573500.00,00
1162,3459584350.00,00
1163,3459595200.00,00
1164,3459606050.00,00
1165,3459616850.00,11
1166,3459627750.00,00
1167,3459638550.00,A5
1168,3459649450.00,00
1169,3459660250.00,00
1170,3459671150.00,00
1171,3459681950.00,00
1172,3459692850.00,01
1173,3459703650.00,00
1174,3459714500.00,00
1175,3459725350.00,00
1176,3459736200.00,00
1177,3459747050.00,13
1178,3459757900.00,00
1179,3459768750.00,A5
1180,3459779600.00,00
1181,3459790450.00,00
1182,3459801300.00,00
1183,3459812150.00,00
1184,3459823000.00,01
1185,3459833850.00,00
1186,3459844700.00,00
1187,3459855550.00,00
1188,3459866400.00,00
1189,3459877250.00,19
1190,3459888100.00,00
1191,3459898950.00,A5
1192,3459909800.00,00
1193,3459920650.00,00
1194,3459931500.00,00
1195,3459942350.00,00
1196,3459953200.00,01
1197,3459964050.00,00
1198,3459974900.00,00
1199,3459985750.00,00
1200,3459996600.00,00
1201,3460007450.00,1A
1202,3460018300.00,00
1203,3460029150.00,A5
1204,3460040000.00,00
1205,3460050850.00,00
1206,3460061700.00,00
1207,3460072550.00,00
1208,3460083400.00,01
1209,3460094250.00,00
1210,3460105100.00,00
1211,3460115950.00,00
1212,3460126800.00,7C
1213,3460137650.00,94
1214,3460148500.00,B5
1215,3460159350.00,62
1216,3460170200.00,01
1217,3460181050.00,03
1218,3460191900.00,10
1219,3460202750.00,00
